HA8MZ;HA8LZP;20160718182513;103;;;145250000;145662000;;FM;59;57;;;pista;vásárhely;;;;;;;;;;;
HA8MZ;HG8JG;20160719064455;59;;;145525000;0;;FM;59;59;;;karcsi;csorvás;;;;;;;;;;;
HA8MZ;HA8LN;20160719070214;14;;;145525000;0;;FM;59;59;;;jános;magyarbánhegyes;;;;;;;;;;;
HA8MZ;HA8QA;20160719074559;30;;;145525000;0;;FM;59;59;;;zoli;orosháza;;;;;;;;;;;
HA8MZ;HA8DS;20160719083352;35;;;145662500;0;;FM;5;4;;;misi;szeged;ft7600, RPT;;;;;;;;;;
HA8MZ;HG8JG/M;20160719123229;43;;;145700000;145662500;;FM;5;5;;;karcsi;orosháza mellett;5watt, yaesu 5200;;;;;;;;;;
HA8MZ;HA8AW;20160719153837;27;;;145525000;0;;FM;59;59;;;józsi;orosháza;city star, 12watt;;;;;;;;;;
HA8MZ;HG8JG;20160719170133;51;;;145525000;0;;FM;59;59;;;karcsi;csorvás;;;;;;;;;;;
HA8MZ;HA8QA;20160720081936;14;;;145525490;0;;FM;59;59;;;zoli;orosháza;;;;;;;;;;;
HA8MZ;HA8AW;20160720135316;66;;;145525000;0;;FM;59;59;;;józsi;orosháza;;;;;;;;;;;
HA8MZ;LY2PX;20160721132049;2899;;;21255000;0;;SSB;59;57;;;willy;capital lithuania;1. QSO;;;;;;;;;;
HA8MZ;HA8AW;20160721141124;52;;;145525000;0;;FM;59;59;;;józsi;orosháza;;;;;;;;;;;
HA8MZ;DL1REM;20160721142424;420;;;21220000;0;;SSB;53;52;;;frank;; to north;;;;;;;;;;
HA8MZ;DL1REM;20160721143145;;;;21220000;0;;SSB;59;54;;;frank;;to EU;;;;;;;;;;
HA8MZ;OE2YOTA;20160721185633;2430;;;7178000;0;;SSB;59;59;;;;;;;;;;;;;;;
HA8MZ;IK6XEJ;20160721192629;691;;;7136000;0;;SSB;59;59;;;;;Ha8mzswl passwd;;;;;;;;;;
HA8MZ;OE2YOTA;20160722072048;4920;;;7180000;7136000;;SSB;59;59;;;;;;;;;;;;;;;
HA8MZ;SP5ZIM/P;20160722081225;1869;;;7144000;7136000;;SSB;59;59;;;Jarek;;;;;;;;;;;;
HA8MZ;DR2016KIDS;20160723195937;99;;;7180000;0;;SSB;59;55;;;;;new antenna;;;;;;;;;;
HA8MZ;ON4AMY;20160723200455;221;;;7138430;0;;SSB;59;55;;;victor;;;;;;;;;;;;
HA8MZ;YO3HJV;20160723201345;259;;;7186000;0;;SSB;59;59;;;adi;Bukarest;;;;;;;;;;;
HA8MZ;DH1BBO;20160723204814;2;;;7091000;0;;SSB;53;42;;;olaf;;;;;;;;;;;;
HA8MZ;OR1Z;20160723211814;168;;;7140000;0;;SSB;59;55;;;raff;;;;;;;;;;;;
HA8MZ;OK7PY;20160723212758;;;;7153090;0;;SSB;59;57;;;pavil;;;;;;;;;;;;
HA8MZ;SQ9LOM/P;20160724071353;25;;;7142000;0;;SSB;59;59;;;waldi;;;;;;;;;;;;
HA8MZ;SN0RKG;20160724071707;27;;;7152000;7142000;;SSB;59;57;;;;;;;;;;;;;;;
HA8MZ;DL1NKS;20160724072005;52;;;7157000;0;;SSB;59+;59;;;;;;;;;;;;;;;
HA8MZ;IZ0MQN/P;20160724082136;39;;;7160000;0;;SSB;59;59;;;;;;;;;;;;;;;
HA8MZ;IQ3GA/P;20160724083850;14;;;7114000;0;;SSB;59;59;;;;;;;;;;;;;;;
HA8MZ;9A/JA7AYE;20160724084634;15;;;7142000;0;;SSB;59;59;;;;;;;;;;;;;;;
HA8MZ;HG44FY;20160724162551;70;;;7144010;0;;SSB;59;56;;;;;;;;;;;;;;;
HA8MZ;DJ2DX;20160724170719;174;;;7189000;0;;SSB;59;57;;;ozden;;7300 95w;;;;;;;;;;
HA8MZ;IZ7UNJ;20160724172608;97;;;7140000;0;;SSB;59;59;;;danillo;;;;;;;;;;;;
HA8MZ;UR9MC/MM;20160724173618;32;;;7155000;0;;SSB;59;55;;;;;;;;;;;;;;;
HA8MZ;IZ6ZCV;20160725075926;37;;;7108000;0;;SSB;59;55;;;antonio;;;;;;;;;;;;
HA8MZ;SN0RKG;20160725083712;14;;;7144000;7108000;;SSB;59;59;;;;;;;;;;;;;;;
HA8MZ;OK2BIQ;20160725084611;104;;;7152000;0;;SSB;59;57;;;Jan;;;;;;;;;;;;
HA8MZ;9A2AT;20160725091224;81;;;7120000;7152000;;SSB;59;59;;;branko;near zagrev;ts430s inv v,;;;;;;;;;;
HA8MZ;IK4GRO;20160725115114;19;;;21305000;0;;SSB;55;43;;;;;;;;;;;;;;;
HA8MZ;DL1SAP;20160725130219;612;;;7181000;0;;SSB;59;57;;;peter;ulm;;;;;;;;;;;
HA8MZ;HA8AW;20160725133641;57;;;145525000;0;;FM;59;59;;;józsi;orosháza;;;;;;;;;;;
HA8MZ;HA8MK;20160725134148;484;;;145525000;0;;FM;59;55;;;feri;orosháza;;;;;;;;;;;
HA8MZ;SZ2T/P;20160725164748;185;;;7180000;0;;SSB;59;59;;;baloo;;;;;;;;;;;;
HA8MZ;MX0TBG/P;20160725210253;8;;;7167000;0;;SSB;59;59;;;;;;;;;;;;;;;
HA8MZ;SZ2T/P;20160725210657;12;;;7140000;0;;SSB;59;59;;;baloo;;;;;;;;;;;;
HA8MZ;LZ2FL;20160725211059;35;;;7164000;0;;SSB;59;53;;;;;;;;;;;;;;;
HA8MZ;PA3FYM;20160726171240;6;;;7076000;7164000;;JT65;-04;-06;;;;;;;;;;;;;;;
HA8MZ;IW6CZF;20160726172108;188;;;7076000;0;;JT65;-03;-01;;;;;;;;;;;;;;;
HA8MZ;DL4TOM;20160726193909;182;;;7076000;0;;JT65;-11;-16;;;;;;;;;;;;;;;
HA8MZ;ON5MF;20160726194510;7;;;7076000;0;;JT65;-06;-06;;;;;;;;;;;;;;;
HA8MZ;SQ4KKG;20160726211412;15;;;7076000;0;;JT65;-06;-08;;;;;;;;;;;;;;;
HA8MZ;DM5SB;20160726213509;198;;;7076000;0;;JT65;-09;-04;;;;;;;;;;;;;;;
HA8MZ;PE2K;20160726214711;143;;;7076000;0;;JT65;-04;-08;;;;;;;;;;;;;;;
HA8MZ;F4CHF;20160726224908;20;;;7076000;0;;JT65;-07;-12;;;;;;;;;;;;;;;
HA8MZ;SM3VOX;20160726231311;14;;;7076000;0;;JT65;-09;-16;;;;;;;;;;;;;;;
HA8MZ;PA3DNR;20160726231903;13;;;7076000;0;;JT65;-09;-20;;;;;;;;;;;;;;;
HA8MZ;DO4OD;20160727074509;6;;;21076000;7076000;;JT65;-04;-01;;;;;;;;;;;;;;;
HA8MZ;UT5QBC/QRP;20160727083241;195;;;21070000;0;;BPSK31;599;599;;;Yurii;Kharkiv;;;;;;;;;;;
HA8MZ;DO3BOB;20160727084605;13;;;21076000;0;;JT65;-07;-05;;;;;;;;;;;;;;;
HA8MZ;PA7ZZ;20160727085325;12;;;21076000;0;;JT65;-04;-11;;;;;;;;;;;;;;;
HA8MZ;DL9MBZ;20160727090557;17;;;21076000;0;;JT65;-03;-06;;;;;;;;;;;;;;;
HA8MZ;DK2JP;20160727121158;68;;;21076000;0;;JT65;-05;-09;;;;;;;;;;;;;;;
HA8MZ;DO7ICH;20160727130017;109;;;21076000;0;;JT65;-04;-22;;;;;;;;;;;;;;;
HA8MZ;SV1NZR;20160727132522;11;;;21070000;21076000;;BPSK31;599;599;;;Yannis;Athens;;;;;;;;;;;
HA8MZ;IT9AGZ;20160727152609;203;;;21070000;21076000;;BPSK31;599;599;;;IGNAZIO;palermo;;;;;;;;;;;
HA8MZ;F6BTP;20160727171206;31;;;21076000;0;;JT65;-10;-09;;;;;;;;;;;;;;;
HA8MZ;ON3GTV;20160727200602;20;;;7076000;0;;JT65;-10;-13;;;;;;;;;;;;;;;
HA8MZ;UR4MLS;20160727201214;114;;;7076000;0;;JT65;-06;-14;;;;;;;;;;;;;;;
HA8MZ;EA4CQX;20160727202100;14;;;7076000;0;;JT65;-15;-14;;;;;;;;;;;;;;;
HA8MZ;S53PM;20160727202925;3;;;7076000;0;;JT65;-07;-01;;;;;;;;;;;;;;;
HA8MZ;IK6FAW;20160727203805;176;;;7041000;0;;RTTY;599;599;;;;Ascoli;event;;;;;;;;;;
HA8MZ;R4AAR/P;20160727205213;2;;;7038000;7041000;;BPSK31;599;599;;;;;;;;;;;;;;;
HA8MZ;G4YKQ;20160727205707;1165;;;7076000;0;;JT65;-10;-10;;;;;;;;;;;;;;;
HA8MZ;F4FVW;20160728174341;136;;;7042000;7076000;;BPSK63;599;599;;;patrice;laifout;;;;;;;;;;;
HA8MZ;UA3ALE;20160728175658;427;;;7076000;0;;JT65;-09;-17;;;;;;;;;;;;;;;
HA8MZ;RW9AD;20160728180414;228;;;7076000;0;;JT65;-06;-17;;;;;;;;;;;;;;;
HA8MZ;RA9WAN;20160728181511;119;;;7076000;0;;JT65;-09;-16;;;;;;;;;;;;;;;
HA8MZ;EW7DT;20160728182900;14;;;7076000;0;;JT65;-08;-12;;;;;;;;;;;;;;;
HA8MZ;IU4APO;20160728190003;191;;;7076000;0;;JT65;-05;-08;;;;;;;;;;;;;;;
HA8MZ;UT7IS;20160731182503;115;;;7076000;0;;JT65;-04;-02;;;;;;;;;;;;;;;
HA8MZ;EB5AG;20160731183401;231;;;7076000;0;;JT65;-12;-06;;;;;;;;;;;;;;;
HA8MZ;MW0CSO;20160731184509;247;;;7076000;0;;JT65;-10;-22;;;;;;;;;;;;;;;
HA8MZ;LA5TFA;20160731191304;1086;;;7076000;0;;JT65;-14;-15;;;;;;;;;;;;;;;
HA8MZ;RX3D;20160731194214;14;;;7076000;0;;JT65;-13;-17;;;;;;;;;;;;;;;
HA8MZ;RX3AJM;20160731194907;72;;;7076000;0;;JT65;.03;-13;;;;;;;;;;;;;;;
HA8MZ;TM88YL;20160731201907;64;;;7042000;7076000;;BPSK63;599;599;;;;;;;;;;;;;;;
HA8MZ;HB9MZI;20160731202432;203;;;7043000;0;;BPSK31;599;599;;;Ferruccio;;;;;;;;;;;;
HA8MZ;OH3EPZ;20160731203600;131;;;7076000;7043000;;JT65;-07;-13;;;;;;;;;;;;;;;
HA8MZ;F/G4RGH;20160731215659;76;;;7076000;0;;JT65;-12;-10;;;;;;;;;;;;;;;
HA8MZ;PE3ES;20160731220759;142;;;7076000;0;;JT65;-16;-19;;;;;;;;;;;;;;;
HA8MZ;G6LSD;20160731221859;14;;;7076000;0;;JT65;-07;-18;;;;;;;;;;;;;;;
HA8MZ;DL1HAZ;20160731224004;126;;;7076000;0;;JT65;-07;-07;;;;;;;;;;;;;;;
HA8MZ;UN7DA;20160731231013;150;;;7076000;0;;JT65;-05;-19;;;;;;;;;;;;;;;
HA8MZ;IZ2SXZ;20160731232520;97;;;7076000;0;;JT65;-09;-21;;;;;;;;;;;;;;;
HA8MZ;R15RTRN;20160801084252;54;;;21071000;21080000;;BPSK63;599;599;;;;;;;;;;;;;;;
HA8MZ;SP2CM;20160801193206;203;;;21076000;0;;JT65;-13;-05;;;;;;;;;;;;;;;
HA8MZ;RX3AGQ;20160801194906;13;;;21076000;0;;JT65;-10;-22;;;;;;;;;;;;;;;
HA8MZ;YL2GJX;20160801195504;73;;;21076000;0;;JT65;-03;-15;;;;;;;;;;;;;;;
HA8MZ;OE9MDI;20160801202024;226;;;7076000;0;;JT65;-07;-10;;;;;;;;;;;;;;;
HA8MZ;DB3RH;20160801204207;124;;;7076000;0;;JT65;-05;-05;;;;;;;;;;;;;;;
HA8MZ;EB5AG;20160801205803;183;;;7076000;0;;JT65;-06;-13;;;;;;;;;;;;;;;
